Dataset,Primary_Model,Secondary_Model,Hybrid_Combination,Accuracy,Precision,Recall,F1_Score,AUC,Time_Seconds
D1,M2,M6,M2 + M6,0.996,0.0,0.0,0.0,0.4904809619238477,0.29523611068725586
D1,M3,M6,M3 + M6,0.998,0.0,0.0,0.0,0.688877755511022,0.17583107948303223
D1,M4,M6,M4 + M6,0.999,1.0,0.5,0.6666666666666666,0.7449899799599199,0.10912513732910156
D1,M5,M6,M5 + M6,0.993,0.14285714285714285,0.5,0.2222222222222222,0.8892785571142284,0.5068280696868896
D1,M1,M7,M1 + M7,0.999,1.0,0.5,0.6666666666666666,0.7492484969939879,0.23580312728881836
D1,M2,M7,M2 + M7,0.991,0.0,0.0,0.0,0.2384769539078156,0.426760196685791
D1,M3,M7,M3 + M7,0.998,0.0,0.0,0.0,0.6332665330661322,0.0797269344329834
D1,M4,M7,M4 + M7,0.999,1.0,0.5,0.6666666666666666,0.7444889779559117,0.11023807525634766
D1,M5,M7,M5 + M7,0.998,0.0,0.0,0.0,0.3717434869739479,0.7362790107727051
D1,M1,M8,M1 + M8,0.999,1.0,0.5,0.6666666666666666,0.7492484969939879,0.24040889739990234
D1,M2,M8,M2 + M8,0.991,0.0,0.0,0.0,0.5485971943887775,0.33785390853881836
D1,M3,M8,M3 + M8,0.998,0.0,0.0,0.0,0.7334669338677355,0.07794189453125
D1,M4,M8,M4 + M8,0.999,1.0,0.5,0.6666666666666666,0.7457414829659319,0.10873103141784668
D1,M5,M8,M5 + M8,0.997,0.0,0.0,0.0,0.8892785571142285,0.5191848278045654
D1,M1,M9,M1 + M9,0.999,1.0,0.5,0.6666666666666666,0.7492484969939879,0.23546385765075684
D1,M2,M9,M2 + M9,0.994,0.0,0.0,0.0,0.2763026052104208,0.3514707088470459
D1,M3,M9,M3 + M9,0.998,0.0,0.0,0.0,0.6012024048096192,0.07580208778381348
D1,M4,M9,M4 + M9,0.999,1.0,0.5,0.6666666666666666,0.7429859719438877,0.10984086990356445
D1,M5,M9,M5 + M9,0.998,0.0,0.0,0.0,0.6447895791583166,0.6047439575195312
D1,M1,M10,M1 + M10,0.999,1.0,0.5,0.6666666666666666,0.7492484969939879,0.23511981964111328
D1,M2,M10,M2 + M10,0.989,0.0,0.0,0.0,0.597194388777555,0.3386220932006836
D1,M3,M10,M3 + M10,0.998,0.0,0.0,0.0,0.6683366733466933,0.07576203346252441
D1,M4,M10,M4 + M10,0.999,1.0,0.5,0.6666666666666666,0.7452404809619239,0.10947608947753906
D1,M5,M10,M5 + M10,0.994,0.16666666666666666,0.5,0.25,0.6743486973947896,0.4404621124267578
D2,M1,M6,M1 + M6,0.997,1.0,0.8333333333333334,0.9090909090909091,0.9998868522290111,0.3386859893798828
D2,M2,M6,M2 + M6,0.996,1.0,0.7777777777777778,0.875,0.9993776872595611,0.7261550426483154
D2,M3,M6,M3 + M6,0.994,0.9285714285714286,0.7222222222222222,0.8125,0.9996605566870332,0.06443190574645996
D2,M4,M6,M4 + M6,0.995,1.0,0.7222222222222222,0.8387096774193549,0.9994342611450554,0.16468191146850586
D2,M5,M6,M5 + M6,0.982,0.0,0.0,0.0,0.8639398053858339,0.9846289157867432
D2,M1,M7,M1 + M7,0.994,0.9285714285714286,0.7222222222222222,0.8125,0.999264539488572,0.3345987796783447
D2,M2,M7,M2 + M7,0.995,1.0,0.7222222222222222,0.8387096774193549,0.9992645394885721,0.5607490539550781
D2,M3,M7,M3 + M7,0.997,0.9411764705882353,0.8888888888888888,0.9142857142857143,0.9998868522290111,0.06454300880432129
D2,M4,M7,M4 + M7,0.994,1.0,0.6666666666666666,0.8,0.9997737044580222,0.1501619815826416
D2,M5,M7,M5 + M7,0.98,0.25,0.05555555555555555,0.09090909090909091,0.8630346232179227,0.9774467945098877
D2,M1,M8,M1 + M8,0.997,0.9411764705882353,0.8888888888888888,0.9142857142857143,0.9990382439465942,0.3382751941680908
D2,M2,M8,M2 + M8,0.992,0.9166666666666666,0.6111111111111112,0.7333333333333333,0.9988119484046164,0.5991528034210205
D2,M3,M8,M3 + M8,0.996,1.0,0.7777777777777778,0.875,0.9999434261145056,0.10235786437988281
D2,M4,M8,M4 + M8,0.991,1.0,0.5,0.6666666666666666,0.9998302783435166,0.15496397018432617
D2,M5,M8,M5 + M8,0.981,0.4,0.1111111111111111,0.17391304347826086,0.8727087576374746,0.9160940647125244
D2,M1,M9,M1 + M9,0.994,1.0,0.6666666666666666,0.8,0.9996605566870332,0.340313196182251
D2,M2,M9,M2 + M9,0.995,1.0,0.7222222222222222,0.8387096774193549,0.999264539488572,0.5010082721710205
D2,M3,M9,M3 + M9,0.997,0.9411764705882353,0.8888888888888888,0.9142857142857143,0.9998868522290111,0.06828808784484863
D2,M4,M9,M4 + M9,0.993,1.0,0.6111111111111112,0.7586206896551724,0.9985290789771442,0.15410709381103516
D2,M5,M9,M5 + M9,0.981,0.0,0.0,0.0,0.8897374971713057,1.021637201309204
D2,M1,M10,M1 + M10,0.997,1.0,0.8333333333333334,0.9090909090909091,0.9997737044580222,0.3350532054901123
D2,M2,M10,M2 + M10,0.994,0.9285714285714286,0.7222222222222222,0.8125,0.9993776872595611,0.4130377769470215
D2,M3,M10,M3 + M10,0.997,1.0,0.8333333333333334,0.9090909090909091,0.9997737044580222,0.06671595573425293
D2,M4,M10,M4 + M10,0.992,1.0,0.5555555555555556,0.7142857142857143,0.9994059742023083,0.15854501724243164
D2,M5,M10,M5 + M10,0.983,0.6666666666666666,0.1111111111111111,0.19047619047619047,0.9492532247114732,0.9980158805847168
D3,M1,M6,M1 + M6,0.97,0.9834368530020704,0.9557344064386318,0.9693877551020408,0.9956038417383025,2.1934328079223633
D3,M2,M6,M2 + M6,0.984,0.9898167006109979,0.9778672032193159,0.9838056680161943,0.9994759811353209,0.5715749263763428
D3,M3,M6,M3 + M6,0.982,0.9897750511247444,0.9738430583501007,0.9817444219066938,0.999023964862735,0.1919102668762207
D3,M4,M6,M4 + M6,0.976,0.9958071278825996,0.9557344064386318,0.9753593429158111,0.9979859274933898,0.6624338626861572
D3,M5,M6,M5 + M6,0.942,0.9720430107526882,0.9094567404426559,0.9397089397089398,0.9828553827937805,1.0826208591461182
D3,M1,M7,M1 + M7,0.969,0.9854166666666667,0.9517102615694165,0.9682702149437052,0.9967118816277386,2.303882122039795
D3,M2,M7,M2 + M7,0.983,0.9897959183673469,0.9758551307847082,0.9827760891590679,0.9994479801272846,1.2531177997589111
D3,M3,M7,M3 + M7,0.985,0.9918367346938776,0.9778672032193159,0.9848024316109423,0.9991959710549579,0.31467390060424805
D3,M4,M7,M4 + M7,0.981,0.995850622406639,0.96579476861167,0.9805924412665986,0.9975399114368116,0.6961379051208496
D3,M5,M7,M5 + M7,0.938,0.9578947368421052,0.9154929577464789,0.9362139917695473,0.9803152913504887,1.2385990619659424
D3,M1,M8,M1 + M8,0.971,0.9854771784232366,0.9557344064386318,0.9703779366700716,0.9963558688112771,2.256103992462158
D3,M2,M8,M2 + M8,0.986,0.9918533604887984,0.9798792756539235,0.9858299595141701,0.9994759811353209,0.6892049312591553
D3,M3,M8,M3 + M8,0.98,0.9897330595482546,0.9698189134808853,0.9796747967479674,0.9988559588145174,0.25309276580810547
D3,M4,M8,M4 + M8,0.981,0.995850622406639,0.96579476861167,0.9805924412665986,0.9976799164769932,0.7008798122406006
D3,M5,M8,M5 + M8,0.939,0.9658119658119658,0.9094567404426559,0.9367875647668393,0.9805593001348049,1.2604048252105713
D3,M1,M9,M1 + M9,0.972,0.9855072463768116,0.9577464788732394,0.9714285714285714,0.9961398610349972,2.2630767822265625
D3,M2,M9,M2 + M9,0.984,0.9918200408997955,0.9758551307847082,0.9837728194726166,0.9995599841594298,0.6160790920257568
D3,M3,M9,M3 + M9,0.987,0.9938775510204082,0.9798792756539235,0.9868287740628167,0.9985119464300715,0.18916082382202148
D3,M4,M9,M4 + M9,0.977,0.99581589958159,0.9577464788732394,0.9764102564102564,0.9969138889000003,0.6769778728485107
D3,M5,M9,M5 + M9,0.944,0.9681528662420382,0.9175050301810865,0.9421487603305785,0.9789512422447209,1.0850069522857666
D3,M1,M10,M1 + M10,0.971,0.9854771784232366,0.9557344064386318,0.9703779366700716,0.9964958738514588,2.2019870281219482
D3,M2,M10,M2 + M10,0.983,0.9897959183673469,0.9758551307847082,0.9827760891590679,0.9994759811353209,0.6365628242492676
D3,M3,M10,M3 + M10,0.984,0.9938398357289527,0.9738430583501007,0.983739837398374,0.9988199575184706,0.18481898307800293
D3,M4,M10,M4 + M10,0.983,0.9958677685950413,0.9698189134808853,0.9826707441386341,0.9974679088447185,0.6732122898101807
D3,M5,M10,M5 + M10,0.936,0.9577167019027484,0.9114688128772636,0.934020618556701,0.9799472781020118,1.0757241249084473
D4,M1,M6,M1 + M6,0.999,0.5,1.0,0.6666666666666666,0.9994994994994996,1.226125955581665
D4,M2,M6,M2 + M6,0.999,0.0,0.0,0.0,1.0,0.32088565826416016
D4,M3,M6,M3 + M6,0.999,0.0,0.0,0.0,1.0,0.19240880012512207
D4,M4,M6,M4 + M6,0.999,0.0,0.0,0.0,1.0,0.2662169933319092
D4,M5,M6,M5 + M6,0.998,0.0,0.0,0.0,0.2652652652652653,0.5720357894897461
D4,M1,M7,M1 + M7,0.999,0.5,1.0,0.6666666666666666,0.9994994994994996,1.2170319557189941
D4,M2,M7,M2 + M7,0.999,0.0,0.0,0.0,1.0,0.42034196853637695
D4,M3,M7,M3 + M7,0.999,0.0,0.0,0.0,1.0,0.20575213432312012
D4,M4,M7,M4 + M7,0.999,0.0,0.0,0.0,1.0,0.28197813034057617
D4,M5,M7,M5 + M7,0.996,0.0,0.0,0.0,0.09009009009009006,0.6178689002990723
D4,M1,M8,M1 + M8,0.999,0.5,1.0,0.6666666666666666,0.9994994994994996,1.2805211544036865
D4,M2,M8,M2 + M8,0.999,0.0,0.0,0.0,1.0,0.3112180233001709
D4,M3,M8,M3 + M8,0.999,0.0,0.0,0.0,1.0,0.20177888870239258
D4,M4,M8,M4 + M8,0.999,0.0,0.0,0.0,1.0,0.27465200424194336
D4,M5,M8,M5 + M8,0.998,0.0,0.0,0.0,0.33333333333333337,0.5965230464935303
D4,M1,M9,M1 + M9,0.999,0.5,1.0,0.6666666666666666,0.9994994994994996,1.2104108333587646
D4,M2,M9,M2 + M9,0.999,0.0,0.0,0.0,1.0,0.33394789695739746
D4,M3,M9,M3 + M9,0.999,0.0,0.0,0.0,1.0,0.19788479804992676
D4,M4,M9,M4 + M9,0.999,0.0,0.0,0.0,1.0,0.27252721786499023
D4,M5,M9,M5 + M9,0.999,0.0,0.0,0.0,0.8828828828828829,0.7379519939422607
D4,M1,M10,M1 + M10,0.999,0.5,1.0,0.6666666666666666,0.9994994994994996,1.216397762298584
D4,M2,M10,M2 + M10,0.999,0.0,0.0,0.0,1.0,0.5338859558105469
D4,M3,M10,M3 + M10,0.999,0.0,0.0,0.0,1.0,0.2049732208251953
D4,M4,M10,M4 + M10,0.999,0.0,0.0,0.0,1.0,0.2738978862762451
D4,M5,M10,M5 + M10,0.834,0.0,0.0,0.0,0.11111111111111116,0.47788405418395996
D5,M1,M6,M1 + M6,0.995,0.5454545454545454,1.0,0.7058823529411765,0.9972334004024145,0.7578198909759521
D5,M2,M6,M2 + M6,0.992,0.0,0.0,0.0,0.9885982562038901,0.5256602764129639
D5,M3,M6,M3 + M6,0.994,0.5,0.16666666666666666,0.25,0.9963112005365526,0.09923911094665527
D5,M4,M6,M4 + M6,0.994,0.0,0.0,0.0,0.993963782696177,0.25034379959106445
D5,M5,M6,M5 + M6,0.963,0.030303030303030304,0.16666666666666666,0.05128205128205128,0.5216297786720322,0.48552584648132324
D5,M1,M7,M1 + M7,0.992,0.375,0.5,0.42857142857142855,0.9948021462105969,0.7619972229003906
D5,M2,M7,M2 + M7,0.993,0.0,0.0,0.0,0.9912810194500336,0.6497142314910889
D5,M3,M7,M3 + M7,0.993,0.0,0.0,0.0,0.9951374916163649,0.09701085090637207
D5,M4,M7,M4 + M7,0.994,0.5,0.16666666666666666,0.25,0.9928739101274313,0.248121976852417
D5,M5,M7,M5 + M7,0.965,0.0,0.0,0.0,0.4015761234071093,0.44739603996276855
D5,M1,M8,M1 + M8,0.994,0.5,0.6666666666666666,0.5714285714285714,0.8304828973843059,0.7530920505523682
D5,M2,M8,M2 + M8,0.994,0.5,0.16666666666666666,0.25,0.9954728370221329,0.8067061901092529
D5,M3,M8,M3 + M8,0.994,0.5,0.16666666666666666,0.25,0.9961435278336687,0.10910797119140625
D5,M4,M8,M4 + M8,0.994,0.5,0.16666666666666666,0.25,0.9933769282360833,0.2530338764190674
D5,M5,M8,M5 + M8,0.965,0.0,0.0,0.0,0.3199195171026157,0.656627893447876
D5,M1,M9,M1 + M9,0.994,0.5,0.5,0.5,0.9949698189134808,0.7707431316375732
D5,M2,M9,M2 + M9,0.993,0.0,0.0,0.0,0.9877598926894701,0.5634481906890869
D5,M3,M9,M3 + M9,0.994,0.5,0.16666666666666666,0.25,0.9959758551307847,0.09851789474487305
D5,M4,M9,M4 + M9,0.994,0.5,0.16666666666666666,0.25,0.994131455399061,0.24997496604919434
D5,M5,M9,M5 + M9,0.994,0.0,0.0,0.0,0.7743125419181758,1.063472032546997
D5,M1,M10,M1 + M10,0.992,0.375,0.5,0.42857142857142855,0.994131455399061,0.7649979591369629
D5,M2,M10,M2 + M10,0.993,0.0,0.0,0.0,0.9912810194500334,0.5286641120910645
D5,M3,M10,M3 + M10,0.994,0.5,0.16666666666666666,0.25,0.9969818913480886,0.10104012489318848
D5,M4,M10,M4 + M10,0.994,0.5,0.16666666666666666,0.25,0.994382964453387,0.25349879264831543
D5,M5,M10,M5 + M10,0.965,0.0,0.0,0.0,0.32696177062374243,0.4298579692840576
D1,M1,M6,M1 + M6,0.999,1.0,0.5,0.6666666666666666,0.7492484969939879,0.3014049530029297
D1,M2,M6,M2 + M6,0.996,0.0,0.0,0.0,0.4904809619238477,0.39629387855529785
D1,M3,M6,M3 + M6,0.998,0.0,0.0,0.0,0.688877755511022,0.17410612106323242
D1,M4,M6,M4 + M6,0.999,1.0,0.5,0.6666666666666666,0.7449899799599199,0.10835099220275879
D1,M5,M6,M5 + M6,0.993,0.14285714285714285,0.5,0.2222222222222222,0.8892785571142284,0.4794609546661377
D1,M1,M7,M1 + M7,0.999,1.0,0.5,0.6666666666666666,0.7492484969939879,0.24691295623779297
D1,M2,M7,M2 + M7,0.993,0.0,0.0,0.0,0.48096192384769537,0.38590168952941895
D1,M3,M7,M3 + M7,0.998,0.0,0.0,0.0,0.6503006012024048,0.08298301696777344
D1,M4,M7,M4 + M7,0.999,1.0,0.5,0.6666666666666666,0.7449899799599199,0.1103811264038086
D1,M5,M7,M5 + M7,0.996,0.0,0.0,0.0,0.7705410821643286,0.5332942008972168
D1,M1,M8,M1 + M8,0.999,1.0,0.5,0.6666666666666666,0.7492484969939879,0.25012898445129395
D1,M2,M8,M2 + M8,0.995,0.0,0.0,0.0,0.49749498997995995,0.35926103591918945
D1,M3,M8,M3 + M8,0.998,0.0,0.0,0.0,0.6803607214428857,0.09546399116516113
D1,M4,M8,M4 + M8,0.999,1.0,0.5,0.6666666666666666,0.7454909819639278,0.11118006706237793
D1,M5,M8,M5 + M8,0.998,0.0,0.0,0.0,0.7955911823647295,0.7504208087921143
D1,M1,M9,M1 + M9,0.999,1.0,0.5,0.6666666666666666,0.7492484969939879,0.24691319465637207
D1,M2,M9,M2 + M9,0.994,0.0,0.0,0.0,0.2763026052104208,0.8736217021942139
D1,M3,M9,M3 + M9,0.998,0.0,0.0,0.0,0.6012024048096192,0.09789681434631348
D1,M4,M9,M4 + M9,0.999,1.0,0.5,0.6666666666666666,0.7429859719438877,0.11005115509033203
D1,M5,M9,M5 + M9,0.998,0.0,0.0,0.0,0.6447895791583166,0.6693618297576904
D1,M1,M10,M1 + M10,0.999,1.0,0.5,0.6666666666666666,0.7492484969939879,0.24739289283752441
D1,M2,M10,M2 + M10,0.996,0.0,0.0,0.0,0.4724448897795591,0.501140832901001
D1,M3,M10,M3 + M10,0.998,0.0,0.0,0.0,0.6793587174348696,0.1009671688079834
D1,M4,M10,M4 + M10,0.999,1.0,0.5,0.6666666666666666,0.7457414829659319,0.11008810997009277
D1,M5,M10,M5 + M10,0.993,0.0,0.0,0.0,0.4093186372745491,0.5469498634338379
D2,M1,M6,M1 + M6,0.997,1.0,0.8333333333333334,0.9090909090909091,0.9998868522290111,0.35317492485046387
D2,M2,M6,M2 + M6,0.996,1.0,0.7777777777777778,0.875,0.9993776872595611,1.167262077331543
D2,M3,M6,M3 + M6,0.994,0.9285714285714286,0.7222222222222222,0.8125,0.9996605566870332,0.07886600494384766
D2,M4,M6,M4 + M6,0.995,1.0,0.7222222222222222,0.8387096774193549,0.9994342611450554,0.16663193702697754
D2,M5,M6,M5 + M6,0.982,0.0,0.0,0.0,0.8639398053858339,1.3696050643920898
D2,M1,M7,M1 + M7,0.994,0.9285714285714286,0.7222222222222222,0.8125,0.999264539488572,0.3520209789276123
D2,M2,M7,M2 + M7,0.995,1.0,0.7222222222222222,0.8387096774193549,0.9992645394885721,0.8690948486328125
D2,M3,M7,M3 + M7,0.997,0.9411764705882353,0.8888888888888888,0.9142857142857143,0.9998868522290111,0.07281899452209473
D2,M4,M7,M4 + M7,0.994,1.0,0.6666666666666666,0.8,0.9997737044580222,0.15457820892333984
D2,M5,M7,M5 + M7,0.98,0.25,0.05555555555555555,0.09090909090909091,0.8630346232179227,1.1396820545196533
D2,M1,M8,M1 + M8,0.997,0.9411764705882353,0.8888888888888888,0.9142857142857143,0.9990382439465942,0.3526191711425781
D2,M2,M8,M2 + M8,0.992,0.9166666666666666,0.6111111111111112,0.7333333333333333,0.9988119484046164,0.7155089378356934
D2,M3,M8,M3 + M8,0.996,1.0,0.7777777777777778,0.875,0.9999434261145056,0.0714409351348877
D2,M4,M8,M4 + M8,0.991,1.0,0.5,0.6666666666666666,0.9998302783435166,0.15690088272094727
D2,M5,M8,M5 + M8,0.981,0.4,0.1111111111111111,0.17391304347826086,0.8727087576374746,0.9439170360565186
D2,M1,M9,M1 + M9,0.994,1.0,0.6666666666666666,0.8,0.9996605566870332,0.34661102294921875
D2,M2,M9,M2 + M9,0.995,1.0,0.7222222222222222,0.8387096774193549,0.999264539488572,0.47355127334594727
D2,M3,M9,M3 + M9,0.997,0.9411764705882353,0.8888888888888888,0.9142857142857143,0.9998868522290111,0.07030797004699707
D2,M4,M9,M4 + M9,0.993,1.0,0.6111111111111112,0.7586206896551724,0.9985290789771442,0.15395212173461914
D2,M5,M9,M5 + M9,0.981,0.0,0.0,0.0,0.8897374971713057,0.943162202835083
D2,M1,M10,M1 + M10,0.997,1.0,0.8333333333333334,0.9090909090909091,0.9997737044580222,0.334414005279541
D2,M2,M10,M2 + M10,0.994,0.9285714285714286,0.7222222222222222,0.8125,0.9993776872595611,0.49698376655578613
D2,M3,M10,M3 + M10,0.997,1.0,0.8333333333333334,0.9090909090909091,0.9997737044580222,0.06828808784484863
D2,M4,M10,M4 + M10,0.992,1.0,0.5555555555555556,0.7142857142857143,0.9994059742023083,0.15705013275146484
D2,M5,M10,M5 + M10,0.983,0.6666666666666666,0.1111111111111111,0.19047619047619047,0.9492532247114732,0.9500269889831543
D3,M1,M6,M1 + M6,0.97,0.9834368530020704,0.9557344064386318,0.9693877551020408,0.9956038417383025,2.220792055130005
D3,M2,M6,M2 + M6,0.984,0.9898167006109979,0.9778672032193159,0.9838056680161943,0.9994759811353209,0.5906422138214111
D3,M3,M6,M3 + M6,0.982,0.9897750511247444,0.9738430583501007,0.9817444219066938,0.999023964862735,0.18861007690429688
D3,M4,M6,M4 + M6,0.976,0.9958071278825996,0.9557344064386318,0.9753593429158111,0.9979859274933898,0.6589078903198242
D3,M5,M6,M5 + M6,0.942,0.9720430107526882,0.9094567404426559,0.9397089397089398,0.9828553827937805,1.0778191089630127
D3,M1,M7,M1 + M7,0.969,0.9854166666666667,0.9517102615694165,0.9682702149437052,0.9967118816277386,2.201540946960449
D3,M2,M7,M2 + M7,0.983,0.9897959183673469,0.9758551307847082,0.9827760891590679,0.9994479801272846,0.5062241554260254
D3,M3,M7,M3 + M7,0.985,0.9918367346938776,0.9778672032193159,0.9848024316109423,0.9991959710549579,0.212723970413208
D3,M4,M7,M4 + M7,0.981,0.995850622406639,0.96579476861167,0.9805924412665986,0.9975399114368116,0.6730482578277588
D3,M5,M7,M5 + M7,0.938,0.9578947368421052,0.9154929577464789,0.9362139917695473,0.9803152913504887,1.0754120349884033
D3,M1,M8,M1 + M8,0.971,0.9854771784232366,0.9557344064386318,0.9703779366700716,0.9963558688112771,2.1877598762512207
D3,M2,M8,M2 + M8,0.986,0.9918533604887984,0.9798792756539235,0.9858299595141701,0.9994759811353209,0.5051062107086182
D3,M3,M8,M3 + M8,0.98,0.9897330595482546,0.9698189134808853,0.9796747967479674,0.9988559588145174,0.1837611198425293
D3,M4,M8,M4 + M8,0.981,0.995850622406639,0.96579476861167,0.9805924412665986,0.9976799164769932,0.6743342876434326
D3,M5,M8,M5 + M8,0.939,0.9658119658119658,0.9094567404426559,0.9367875647668393,0.9805593001348049,1.1810619831085205
D3,M1,M9,M1 + M9,0.972,0.9855072463768116,0.9577464788732394,0.9714285714285714,0.9961398610349972,2.2145557403564453
D3,M2,M9,M2 + M9,0.984,0.9918200408997955,0.9758551307847082,0.9837728194726166,0.9995599841594298,0.4922349452972412
D3,M3,M9,M3 + M9,0.987,0.9938775510204082,0.9798792756539235,0.9868287740628167,0.9985119464300715,0.1887068748474121
D3,M4,M9,M4 + M9,0.977,0.99581589958159,0.9577464788732394,0.9764102564102564,0.9969138889000003,0.6733770370483398
D3,M5,M9,M5 + M9,0.944,0.9681528662420382,0.9175050301810865,0.9421487603305785,0.9789512422447209,1.0672600269317627
D3,M1,M10,M1 + M10,0.971,0.9854771784232366,0.9557344064386318,0.9703779366700716,0.9964958738514588,2.190892219543457
D3,M2,M10,M2 + M10,0.983,0.9897959183673469,0.9758551307847082,0.9827760891590679,0.9994759811353209,0.4970219135284424
D3,M3,M10,M3 + M10,0.984,0.9938398357289527,0.9738430583501007,0.983739837398374,0.9988199575184706,0.1828618049621582
D3,M4,M10,M4 + M10,0.983,0.9958677685950413,0.9698189134808853,0.9826707441386341,0.9974679088447185,0.7250018119812012
D3,M5,M10,M5 + M10,0.936,0.9577167019027484,0.9114688128772636,0.934020618556701,0.9799472781020118,1.2148940563201904
D4,M1,M6,M1 + M6,0.999,0.5,1.0,0.6666666666666666,0.9994994994994996,1.1877987384796143
D4,M2,M6,M2 + M6,0.999,0.0,0.0,0.0,1.0,0.45301032066345215
D4,M3,M6,M3 + M6,0.999,0.0,0.0,0.0,1.0,0.196821928024292
D4,M4,M6,M4 + M6,0.999,0.0,0.0,0.0,1.0,0.2712438106536865
D4,M5,M6,M5 + M6,0.998,0.0,0.0,0.0,0.2652652652652653,0.5884451866149902
D4,M1,M7,M1 + M7,0.999,0.5,1.0,0.6666666666666666,0.9994994994994996,1.1900920867919922
D4,M2,M7,M2 + M7,0.999,0.0,0.0,0.0,1.0,0.43603086471557617
D4,M3,M7,M3 + M7,0.999,0.0,0.0,0.0,1.0,0.18808293342590332
D4,M4,M7,M4 + M7,0.999,0.0,0.0,0.0,1.0,0.2666301727294922
D4,M5,M7,M5 + M7,0.996,0.0,0.0,0.0,0.09009009009009006,0.5694191455841064
D4,M1,M8,M1 + M8,0.999,0.5,1.0,0.6666666666666666,0.9994994994994996,1.1838479042053223
D4,M2,M8,M2 + M8,0.999,0.0,0.0,0.0,1.0,0.33671998977661133
D4,M3,M8,M3 + M8,0.999,0.0,0.0,0.0,1.0,0.22614717483520508
D4,M4,M8,M4 + M8,0.999,0.0,0.0,0.0,1.0,0.28736186027526855
D4,M5,M8,M5 + M8,0.998,0.0,0.0,0.0,0.33333333333333337,0.5497281551361084
D4,M1,M9,M1 + M9,0.999,0.5,1.0,0.6666666666666666,0.9994994994994996,1.2243118286132812
D4,M2,M9,M2 + M9,0.999,0.0,0.0,0.0,1.0,0.3314950466156006
D4,M3,M9,M3 + M9,0.999,0.0,0.0,0.0,1.0,0.19041681289672852
D4,M4,M9,M4 + M9,0.999,0.0,0.0,0.0,1.0,0.2727041244506836
D4,M5,M9,M5 + M9,0.999,0.0,0.0,0.0,0.8828828828828829,0.7327752113342285
D4,M1,M10,M1 + M10,0.999,0.5,1.0,0.6666666666666666,0.9994994994994996,1.2250170707702637
D4,M2,M10,M2 + M10,0.999,0.0,0.0,0.0,1.0,0.4676480293273926
D4,M3,M10,M3 + M10,0.999,0.0,0.0,0.0,1.0,0.18561196327209473
D4,M4,M10,M4 + M10,0.999,0.0,0.0,0.0,1.0,0.26703381538391113
D4,M5,M10,M5 + M10,0.834,0.0,0.0,0.0,0.11111111111111116,0.46442294120788574
D5,M1,M6,M1 + M6,0.995,0.5454545454545454,1.0,0.7058823529411765,0.9972334004024145,0.7491388320922852
D5,M2,M6,M2 + M6,0.992,0.0,0.0,0.0,0.9885982562038901,0.5175118446350098
D5,M3,M6,M3 + M6,0.994,0.5,0.16666666666666666,0.25,0.9963112005365526,0.09972810745239258
D5,M4,M6,M4 + M6,0.994,0.0,0.0,0.0,0.993963782696177,0.25058794021606445
D5,M5,M6,M5 + M6,0.963,0.030303030303030304,0.16666666666666666,0.05128205128205128,0.5216297786720322,0.44660305976867676
D5,M1,M7,M1 + M7,0.992,0.375,0.5,0.42857142857142855,0.9948021462105969,0.7465579509735107
D5,M2,M7,M2 + M7,0.993,0.0,0.0,0.0,0.9912810194500336,0.452085018157959
D5,M3,M7,M3 + M7,0.993,0.0,0.0,0.0,0.9951374916163649,0.09288191795349121
D5,M4,M7,M4 + M7,0.994,0.5,0.16666666666666666,0.25,0.9928739101274313,0.24785089492797852
D5,M5,M7,M5 + M7,0.965,0.0,0.0,0.0,0.4015761234071093,0.4531400203704834
D5,M1,M8,M1 + M8,0.994,0.5,0.6666666666666666,0.5714285714285714,0.8304828973843059,0.7514181137084961
D5,M2,M8,M2 + M8,0.994,0.5,0.16666666666666666,0.25,0.9954728370221329,0.5054929256439209
D5,M3,M8,M3 + M8,0.994,0.5,0.16666666666666666,0.25,0.9961435278336687,0.13221287727355957
D5,M4,M8,M4 + M8,0.994,0.5,0.16666666666666666,0.25,0.9933769282360833,0.24490904808044434
D5,M5,M8,M5 + M8,0.965,0.0,0.0,0.0,0.3199195171026157,0.6039261817932129
D5,M1,M9,M1 + M9,0.994,0.5,0.5,0.5,0.9949698189134808,0.7595350742340088
D5,M2,M9,M2 + M9,0.993,0.0,0.0,0.0,0.9877598926894701,0.535930871963501
D5,M3,M9,M3 + M9,0.994,0.5,0.16666666666666666,0.25,0.9959758551307847,0.09137487411499023
D5,M4,M9,M4 + M9,0.994,0.5,0.16666666666666666,0.25,0.994131455399061,0.25832200050354004
D5,M5,M9,M5 + M9,0.994,0.0,0.0,0.0,0.7743125419181758,1.0241549015045166
D5,M1,M10,M1 + M10,0.992,0.375,0.5,0.42857142857142855,0.994131455399061,0.7476139068603516
D5,M2,M10,M2 + M10,0.993,0.0,0.0,0.0,0.9912810194500334,0.4631469249725342
D5,M3,M10,M3 + M10,0.994,0.5,0.16666666666666666,0.25,0.9969818913480886,0.09144020080566406
D5,M4,M10,M4 + M10,0.994,0.5,0.16666666666666666,0.25,0.994382964453387,0.2489471435546875
D5,M5,M10,M5 + M10,0.965,0.0,0.0,0.0,0.32696177062374243,0.478039026260376
D1,M1,M6,M1 + M6,0.999,1.0,0.5,0.6666666666666666,0.7492484969939879,0.2883341312408447
D1,M2,M6,M2 + M6,0.996,0.0,0.0,0.0,0.4904809619238477,0.26624488830566406
